label,origin_pred,pred_eps=8.0,pred_eps=4.0
16,10,10,10
67,67,10,10
43,43,34,34
89,48,48,48
96,52,52,52
12,95,95,95
40,40,51,51
7,24,24,24
86,49,49,49
77,44,44,1
76,76,76,76
31,66,66,66
18,69,69,69
28,28,28,28
19,19,3,3
18,18,14,14
41,41,41,41
42,47,47,47
43,80,80,80
31,15,15,15
93,4,4,4
15,15,31,31
10,75,75,75
8,8,8,8
37,17,17,17
89,17,17,17
32,35,35,35
67,73,73,73
12,12,89,12
2,2,2,2
19,19,35,35
91,91,32,91
94,94,76,94
7,7,79,79
71,71,87,87
36,36,34,34
61,61,61,61
62,62,7,62
5,23,23,23
60,60,71,60
45,67,67,67
91,91,73,91
34,54,54,54
95,93,93,93
9,22,22,23
40,92,92,92
68,68,49,68
62,62,62,62
99,99,99,99
66,66,66,66
46,46,35,46
7,7,24,24
10,93,93,93
10,4,4,4
68,68,90,90
34,80,80,65
37,49,49,49
58,58,13,13
48,48,61,61
40,40,40,40
96,96,4,4
14,14,6,33
11,35,35,35
66,63,63,63
64,64,64,64
39,39,39,39
33,71,71,71
94,94,33,94
63,63,42,63
10,61,61,61
89,26,26,26
92,54,54,54
90,90,25,25
65,38,38,38
90,90,89,89
33,33,96,33
28,28,84,84
29,29,29,29
87,65,65,65
86,86,54,54
7,7,24,7
0,0,83,0
94,94,94,94
11,35,35,35
26,51,51,51
6,6,6,6
41,41,41,41
21,15,15,15
69,69,69,69
27,34,34,34
29,29,92,29
67,72,72,72
85,85,85,85
65,65,65,65
40,40,87,87
57,57,36,57
72,26,26,26
30,30,30,30
74,15,15,15
27,27,34,34
3,4,4,4
49,49,33,33
52,52,47,52
95,30,30,30
40,40,40,40
93,59,59,59
77,2,2,2
91,12,12,12
6,6,45,6
57,57,40,40
72,72,55,55
16,16,16,16
98,98,75,98
89,8,8,42
40,40,40,40
96,47,47,47
71,71,49,71
3,40,40,40
2,32,32,32
66,66,8,66
27,25,25,25
8,89,89,89
53,53,53,53
33,33,42,78
55,80,80,80
81,13,13,13
88,88,80,80
96,88,88,88
68,71,71,71
42,42,88,88
77,93,93,93
10,40,40,40
27,27,4,27
32,0,0,0
79,26,26,26
98,98,98,98
18,79,79,79
51,51,51,51
2,11,11,11
19,51,51,51
31,56,56,56
67,95,95,95
36,36,64,64
10,1,1,1
16,16,22,16
5,5,91,91
81,81,93,93
85,85,72,85
26,14,14,14
85,85,37,85
65,38,38,3
22,79,79,79
55,55,4,4
85,13,13,13
22,95,95,95
22,47,47,47
10,22,22,22
18,18,16,16
98,35,35,35
9,9,86,9
26,29,29,29
27,93,93,93
7,7,24,24
5,94,94,94
58,58,19,19
87,87,87,87
76,76,69,69
2,87,87,87
54,14,14,14
38,44,44,44
33,65,65,6
17,17,58,58
6,6,6,6
0,0,83,0
79,79,15,6
97,97,91,97
14,79,79,79
14,14,75,75
73,93,93,93
79,70,70,70
8,12,12,37
42,42,66,88
4,4,72,72
25,25,17,25
37,37,85,85
75,75,75,75
74,10,10,10
41,46,46,46
0,0,0,0
99,99,23,23
79,34,34,34
87,87,87,87
67,69,69,69
72,72,99,99
38,38,43,43
25,57,57,57
49,49,60,49
3,98,98,98
74,74,50,50
69,32,32,32
36,57,57,57
77,37,37,37
89,89,15,15
71,71,71,71
31,31,18,18
50,50,99,99
90,90,16,90
11,9,9,9
2,35,35,11
41,41,41,41
38,38,74,74
58,58,90,58
47,47,47,47
93,93,93,93
68,68,68,68
11,11,11,11
35,2,2,86
67,73,73,95
54,54,67,54
53,53,53,53
30,73,73,73
36,36,32,36
83,70,70,70
54,54,54,54
64,64,26,26
46,81,81,81
45,78,78,78
98,46,46,46
62,62,70,62
46,10,10,10
95,95,95,95
88,92,92,92
37,38,38,38
18,18,55,55
29,89,89,89
63,63,63,63
8,8,51,51
33,79,79,79
35,98,98,98
6,80,80,80
76,52,52,59
19,72,72,91
99,99,99,99
53,53,72,72
15,43,43,43
57,79,79,79
2,2,35,35
27,27,93,93
27,69,69,69
93,30,30,30
81,81,37,37
54,54,36,54
71,71,60,71
26,50,50,50
25,25,94,17
35,35,35,35
30,69,69,69
72,72,17,59
8,48,48,48
42,42,43,42
62,62,70,70
56,56,6,6
78,55,55,55
47,47,96,96
73,73,93,93
43,81,81,81
20,20,20,20
83,45,45,45
63,29,29,29
49,49,31,31
28,57,57,57
26,26,26,26
45,45,36,45
36,7,7,7
36,36,1,1
68,68,33,68
1,48,48,48
2,98,98,98
99,75,75,93
9,76,76,76
65,92,92,92
38,38,97,38
58,46,46,46
96,96,67,96
38,38,44,44
87,87,87,87
82,82,82,82
22,22,10,22
83,83,57,57
41,41,41,41
7,54,54,54
12,38,38,38
10,10,10,10
35,98,98,26
44,44,34,34
81,81,5,5
91,91,91,91
56,56,56,56
9,57,57,57
24,85,85,85
3,6,6,6
30,73,73,73
1,1,92,92
39,39,39,39
98,97,97,97
72,77,77,77
83,83,83,83
80,88,88,88
43,43,17,43
84,84,2,2
66,66,13,13
4,4,42,72
64,64,80,80
77,77,34,34
98,26,26,26
82,82,82,82
81,81,89,89
20,9,9,9
0,0,70,0
48,48,82,48
46,11,11,64
33,11,11,11
22,61,61,61
13,13,58,58
17,49,49,49
39,39,39,39
76,76,17,76
0,0,70,0
17,17,17,17
64,64,35,35
48,48,48,48
90,51,51,51
93,93,93,93
82,82,82,82
75,75,75,75
96,50,50,50
97,97,2,97
3,72,72,72
83,92,92,92
60,60,15,15
61,61,61,61
32,32,4,4
26,26,26,26
84,5,5,5
41,59,59,59
12,29,29,29
85,85,58,85
12,76,76,76
8,8,48,8
82,82,62,62
72,93,93,85
94,94,94,94
7,3,3,3
22,87,87,87
15,15,97,15
66,66,5,66
89,89,22,22
97,56,56,56
19,19,97,98
0,0,23,23
19,75,75,75
5,5,87,5
56,89,89,89
36,36,46,46
45,45,45,45
1,1,1,1
94,94,87,87
66,31,31,31
86,32,32,32
82,82,82,82
17,17,85,17
64,64,27,27
99,53,53,53
34,34,28,28
30,30,66,66
73,39,39,39
83,83,0,83
6,55,55,55
1,22,22,22
28,28,28,28
77,77,38,38
91,91,91,91
74,44,44,4
68,68,60,60
14,14,89,14
14,14,14,14
1,91,91,91
92,92,0,92
97,97,97,97
45,45,42,42
7,14,14,14
21,21,21,21
37,49,49,49
32,32,36,36
73,80,80,80
88,88,78,78
86,86,86,86
92,82,82,82
14,14,26,14
86,10,10,10
74,4,4,4
25,25,20,25
93,30,30,30
78,78,86,78
77,77,24,77
88,64,64,64
42,43,43,43
10,10,51,10
65,67,67,67
26,42,42,42
31,31,55,55
85,27,27,27
78,48,48,48
29,37,37,37
32,80,80,80
81,81,39,13
97,42,42,42
1,1,36,36
82,82,82,82
0,53,53,53
21,21,7,7
15,15,31,31
56,33,33,33
57,57,50,57
97,97,64,64
76,76,76,76
60,60,60,60
87,25,25,25
46,11,11,11
1,73,73,73
61,61,42,61
75,75,75,75
62,62,62,62
21,21,19,19
61,61,10,61
78,82,82,82
90,90,41,4
68,13,13,13
94,94,94,94
88,88,42,42
95,69,69,69
3,4,4,4
83,83,83,83
32,32,29,29
93,93,2,2
77,77,83,83
38,38,98,98
63,66,66,66
61,10,10,10
41,41,41,41
88,4,4,4
83,83,51,83
35,35,98,98
82,82,82,82
50,50,74,74
15,15,15,15
48,48,45,45
25,32,32,32
4,4,63,63
71,71,71,71
8,79,79,79
98,98,78,78
67,57,57,57
7,7,24,7
85,85,85,85
25,25,94,94
96,96,18,18
60,60,23,23
55,4,4,73
80,80,65,80
13,13,82,82
90,90,81,90
54,54,70,54
15,37,37,37
76,76,76,76
39,39,8,39
95,95,95,95
24,24,24,24
7,7,46,7
64,64,64,64
70,70,54,70
88,42,42,42
81,81,37,37
0,0,0,0
12,12,71,12
64,64,85,85
31,32,32,6
79,79,89,89
86,86,86,86
60,60,71,60
22,22,22,22
38,69,69,54
82,82,82,82
14,14,32,32
48,48,48,48
33,3,3,3
55,55,64,55
53,53,53,53
40,84,84,84
1,1,49,49
58,13,13,13
94,94,25,87
70,92,92,92
29,27,27,27
86,1,1,1
23,23,10,10
46,46,21,21
58,58,74,7
99,99,78,78
78,78,44,78
10,61,61,61
53,53,53,53
37,90,90,90
97,97,42,34
65,65,0,0
15,15,17,17
77,45,45,45
52,52,52,52
63,63,4,4
32,67,67,67
6,6,14,6
36,36,36,36
6,6,89,89
7,7,24,7
36,89,89,89
74,43,43,43
13,81,81,81
22,22,61,61
32,72,72,72
54,54,61,61
62,92,92,92
84,57,57,57
57,36,36,36
25,23,23,23
11,11,11,11
62,62,2,62
85,33,33,33
31,31,43,43
26,0,0,0
16,97,97,97
96,76,76,76
71,71,23,71
90,90,49,49
39,39,42,39
20,5,5,5
47,47,47,47
35,35,98,98
19,19,14,19
52,52,98,85
66,64,64,64
32,32,11,11
53,21,21,21
53,53,62,61
21,21,21,21
98,98,98,98
6,6,6,6
88,88,64,31
71,71,23,71
45,2,2,2
98,70,70,70
55,55,41,55
99,1,1,1
24,24,7,24
93,93,26,26
67,75,75,12
33,96,96,96
16,16,16,16
33,14,14,14
9,9,9,9
10,84,84,84
46,94,94,94
68,68,59,68
24,24,24,24
96,53,53,53
22,64,64,64
40,94,94,94
63,63,38,63
53,53,53,53
10,14,14,14
14,34,34,34
41,41,50,50
77,77,77,77
54,54,70,54
84,94,94,94
20,20,20,20
29,29,98,98
76,76,12,12
36,51,51,51
1,92,92,92
26,26,7,26
99,23,23,23
2,2,43,2
96,63,63,63
69,69,69,69
36,36,5,5
18,18,27,18
90,13,13,13
66,66,22,66
52,52,47,52
37,37,86,86
99,99,99,99
97,42,42,42
12,12,17,17
55,72,72,72
15,15,44,44
85,25,25,25
15,17,17,17
16,16,86,86
33,96,96,96
99,99,5,99
80,80,8,8
28,28,28,28
69,99,99,99
51,51,56,56
72,80,80,80
39,23,23,23
8,8,8,8
56,56,59,56
59,52,52,52
15,98,98,98
21,98,98,98
77,77,44,77
45,45,7,7
21,21,66,21
80,44,44,44
89,17,17,17
37,37,17,37
48,48,41,41
47,59,59,59
56,56,47,47
65,77,77,77
96,96,52,52
14,14,14,14
52,63,63,63
2,11,11,11
60,60,71,60
9,9,9,9
68,68,60,68
22,22,10,22
23,23,71,23
44,80,80,80
19,96,96,96
54,54,62,62
97,97,74,97
23,71,71,71
54,54,54,54
62,62,70,70
56,56,56,56
23,71,71,71
42,42,42,42
81,81,58,81
66,14,14,14
87,86,86,86
47,47,52,52
47,96,96,96
45,23,23,23
42,42,42,42
51,51,51,51
10,10,45,45
35,5,5,5
68,71,71,71
13,16,16,16
55,30,30,30
34,34,65,65
74,38,38,38
47,47,96,47
40,40,45,45
51,51,35,35
6,6,1,1
3,3,49,49
76,76,49,76
52,52,52,52
53,53,62,53
34,34,42,34
60,60,60,60
63,74,74,14
28,10,10,10
24,24,24,24
36,87,87,87
69,69,40,69
82,89,89,89
90,90,90,90
70,70,70,70
75,58,58,58
77,77,35,35
43,43,34,34
43,43,42,43
78,8,8,8
81,81,72,72
80,41,41,41
66,66,46,46
35,35,36,35
84,84,5,5
21,21,35,21
49,49,23,49
96,37,37,37
15,15,89,89
37,37,73,19
2,11,11,11
89,22,22,94
36,47,47,47
9,9,76,76
53,53,53,53
91,91,85,91
65,65,80,80
67,71,71,71
94,94,94,94
40,15,15,15
72,72,55,55
90,58,58,58
86,86,86,86
85,93,93,93
30,95,95,95
92,14,14,14
25,25,25,25
60,68,68,68
2,11,11,11
29,29,42,27
0,0,57,0
9,9,9,9
37,17,17,17
1,42,42,42
50,43,43,43
90,90,18,18
27,27,74,74
52,52,96,52
36,64,64,64
48,48,19,19
71,71,23,23
12,12,85,81
97,97,97,97
0,0,0,0
3,21,21,21
41,41,41,41
21,21,21,21
16,16,86,16
51,51,70,70
72,66,66,66
13,13,37,37
63,77,77,77
81,81,13,13
73,73,95,95
55,55,15,55
30,30,73,73
28,19,19,19
10,10,61,61
84,83,83,53
8,8,26,8
6,6,33,6
9,9,25,25
93,27,27,6
2,11,11,35
78,78,80,80
26,1,1,1
16,98,98,98
17,15,15,15
39,65,65,65
67,93,93,72
20,20,20,20
3,67,67,67
81,81,87,81
26,26,45,45
96,17,17,17
45,45,72,45
15,15,31,31
29,31,31,31
57,57,65,57
60,60,23,60
49,71,71,71
36,36,65,65
23,23,76,23
63,66,66,66
72,27,27,27
19,19,15,15
41,41,41,41
55,15,15,15
26,43,43,43
25,20,20,20
49,49,17,17
28,28,28,28
20,20,20,20
33,68,68,68
7,7,7,7
45,45,34,34
7,7,6,7
89,89,48,48
1,1,1,1
90,90,27,90
42,74,74,12
15,15,19,19
23,23,25,23
93,93,18,18
96,17,17,17
59,52,52,52
29,29,45,29
29,29,99,45
75,37,37,37
93,93,67,93
8,85,85,85
70,70,61,70
48,48,48,48
82,82,53,82
84,40,40,40
81,68,68,68
72,55,55,55
38,38,79,79
80,80,97,97
63,63,62,63
76,76,76,76
4,4,63,77
54,54,92,54
60,60,71,60
1,1,33,33
49,49,49,49
1,1,62,1
92,92,1,92
77,44,44,44
30,69,69,69
98,98,16,16
62,6,6,6
25,5,5,5
26,26,83,83
55,40,40,40
25,87,87,87
21,21,14,14
25,33,33,33
82,82,62,82
80,80,65,65
19,19,15,15
93,93,41,41
35,35,2,2
61,10,10,10
81,81,90,81
69,69,69,69
9,9,9,9
91,91,95,95
96,47,47,47
34,34,36,34
23,23,27,27
9,9,54,9
0,0,0,0
28,25,25,25
51,62,62,70
91,31,31,31
65,80,80,80
33,94,94,94
5,5,20,5
13,13,32,32
52,52,47,52
58,58,13,13
65,36,36,36
32,32,1,32
37,37,31,31
63,63,74,63
61,52,52,52
19,19,31,19
2,2,2,2
49,49,95,49
64,64,73,73
58,58,58,58
93,93,77,77
62,62,70,70
52,47,47,47
53,53,53,53
41,13,13,7
33,96,96,96
84,8,8,8
22,60,60,60
67,67,32,32
44,65,65,94
95,95,95,95
24,24,24,24
46,98,98,98
98,35,35,35
31,15,15,15
83,57,57,57
16,22,22,64
2,2,98,2
47,52,52,52
51,51,78,51
3,46,46,46
18,54,54,54
60,60,60,60
38,21,21,22
95,95,80,95
89,89,79,79
11,14,14,14
63,52,52,52
15,15,63,63
49,30,30,30
63,63,66,63
85,32,32,32
12,37,37,37
38,38,28,28
66,66,43,66
99,99,45,45
72,27,27,27
83,83,53,53
12,12,12,12
93,93,74,74
51,42,42,42
21,21,78,78
47,52,52,52
21,21,19,38
43,51,51,51
77,80,80,80
55,55,55,55
36,98,98,98
57,92,92,92
69,69,49,49
5,5,87,87
29,29,52,52
41,41,41,41
14,14,14,14
41,41,48,48
77,74,74,74
58,58,13,58
60,60,68,60
45,26,26,26
88,88,61,61
19,19,49,49
19,19,31,19
48,48,51,8
5,23,23,23
81,96,96,96
69,79,79,79
77,77,69,77
60,60,23,23
88,38,38,38
92,92,62,92
31,31,19,19
34,34,97,97
36,36,40,40
30,76,76,76
64,42,42,42
82,82,82,82
88,88,13,80
7,7,8,7
38,38,80,38
57,39,39,39
92,54,54,54
23,60,60,60
11,35,35,46
41,25,25,25
38,79,79,79
90,90,13,90
76,76,96,76
28,40,40,40
24,24,24,24
6,6,6,6
84,16,16,16
76,12,12,12
88,15,15,15
28,28,28,28
98,98,46,46
96,96,52,52
93,74,74,74
64,64,42,64
45,50,50,50
54,54,54,54
26,26,84,84
79,64,64,64
70,70,54,54
46,11,11,11
89,89,58,58
89,89,81,89
64,64,64,64
93,42,42,42
39,39,80,39
53,53,53,53
36,36,44,44
50,50,50,50
56,56,47,56
84,84,84,84
46,46,46,46
13,52,52,52
5,13,13,13
51,51,51,51
5,5,25,25
56,56,80,56
68,68,8,68
70,48,48,48
92,92,62,92
93,93,93,93
28,37,37,37
18,56,56,56
37,66,66,66
50,50,36,36
81,81,13,81
67,67,73,73
41,41,41,41
35,11,11,8
99,99,39,99
41,41,41,41
79,79,7,7
90,90,49,49
59,59,76,59
59,59,52,52
35,35,2,2
16,61,61,61
17,17,19,17
64,64,75,64
90,90,90,90
96,96,25,96
3,80,80,80
88,14,14,14
3,31,31,31
45,45,6,45
0,0,0,0
68,68,81,68
33,33,18,18
49,73,73,73
0,0,0,0
18,79,79,79
22,36,36,36
72,15,15,15
4,88,88,78
66,66,26,26
5,84,84,84
46,2,2,77
79,6,6,6
70,54,54,54
9,9,9,9
49,69,69,69
34,34,43,43
48,48,41,41
71,49,49,49
37,37,9,9
42,42,8,42
6,79,79,79
91,91,91,91
58,58,40,58
42,78,78,78
17,37,37,37
1,1,54,54
5,5,5,5
65,80,80,80
5,5,9,9
38,15,15,15
47,47,96,96
38,38,42,42
63,63,32,63
61,22,22,22
28,28,87,28
99,99,18,18
20,20,20,20
88,88,43,43
50,57,57,57
53,53,15,53
97,97,26,26
59,59,46,46
78,78,22,22
35,35,98,98
50,34,34,34
6,6,53,53
98,46,46,11
33,8,8,8
65,73,73,73
23,23,49,23
68,68,71,68
26,84,84,68
96,52,52,52
17,17,96,17
65,65,97,97
47,47,47,47
12,69,69,69
94,94,94,94
81,81,94,81
76,76,76,76
91,91,91,91
72,72,72,72
35,35,2,2
18,18,96,18
96,52,52,52
92,92,54,54
98,98,46,46
19,84,84,84
0,0,57,0
43,34,34,34
50,50,74,74
43,43,22,22
44,72,72,72
73,69,69,69
4,4,55,4
53,53,53,53
37,71,71,71
8,8,89,25
25,25,5,5
52,59,59,59
29,29,26,29
44,27,27,27
12,69,69,69
38,38,14,42
5,5,84,84
25,79,79,79
41,41,41,41
81,5,5,94
23,23,67,23
68,68,91,68
59,59,21,21
81,81,37,37
43,43,36,36
8,8,48,48
11,2,2,2
18,99,99,99
92,92,57,57
5,8,8,8
34,80,80,80
48,48,48,48
80,80,63,33
25,25,22,22
31,51,51,51
8,48,48,48
88,88,34,34
10,10,78,78
50,50,74,50
76,76,86,86
50,25,25,55
95,95,67,67
94,94,94,94
83,33,33,33
52,52,59,52
44,5,5,5
16,16,22,22
99,99,25,99
68,68,12,68
28,28,28,28
15,76,76,76
47,96,96,96
34,34,38,26
57,57,49,49
13,13,58,13
22,22,22,22
9,57,57,57
90,14,14,14
50,50,36,36
34,34,3,3
43,66,66,66
20,20,20,20
87,87,86,86
91,91,91,91
80,30,30,30
9,9,9,9
17,33,33,33
19,19,15,15
57,57,57,57
14,14,26,26
27,93,93,93
46,46,11,11
13,13,37,37
44,44,44,44
24,24,24,24
10,67,67,67
84,56,56,56
4,21,21,21
56,56,8,56
29,34,34,34
29,33,33,33
51,1,1,1
78,78,45,45
62,62,92,62
53,53,57,53
17,17,37,17
28,28,28,28
28,28,36,36
11,11,35,11
65,65,9,9
48,82,82,82
48,81,81,81
12,49,49,49
55,30,30,30
66,66,37,66
98,46,46,11
8,8,8,8
94,94,69,94
25,25,81,81
70,70,62,62
54,54,40,40
12,12,56,12
86,86,87,87
3,3,56,72
76,76,73,76
13,13,81,81
2,11,11,11
7,7,24,24
91,91,58,91
55,55,36,65
45,45,70,70
51,51,51,51
53,53,53,53
28,28,51,51
9,9,42,42
87,87,25,87
13,13,48,48
30,32,32,32
58,58,58,58
61,22,22,22
31,51,51,51
70,92,92,92
39,39,5,39
3,93,93,93
47,47,96,47
34,34,80,80
26,26,97,97
50,74,74,74
59,59,59,59
64,64,65,65
37,37,15,15
92,92,0,92
14,14,14,14
26,26,26,26
37,39,39,39
94,94,94,94
29,57,57,57
15,15,63,31
63,84,84,84
7,73,73,73
32,32,32,32
9,9,9,9
43,15,15,77
12,12,69,12
27,9,9,9
78,26,26,45
97,11,11,11
55,34,34,34
11,46,46,46
69,16,16,16
66,66,98,66
31,4,4,4
20,20,20,20
54,54,92,54
45,85,85,85
86,86,86,86
84,84,9,9
55,63,63,63
3,51,51,51
6,45,45,45
54,54,6,54
69,69,28,69
47,47,47,47
62,62,62,62
57,57,32,32
85,89,89,89
30,73,73,73
16,16,5,5
11,98,98,98
82,82,14,22
65,33,33,33
59,59,59,59
81,81,90,90
39,39,27,32
79,79,19,74
25,25,84,25
44,75,75,75
16,3,3,3
23,32,32,32
17,17,42,17
49,72,72,72
69,23,23,23
74,74,50,74
63,63,84,63
10,28,28,28
56,56,8,8
43,66,66,66
22,32,32,1
11,11,98,11
9,9,9,9
17,17,49,49
31,31,19,19
52,52,59,59
52,96,96,96
36,36,42,42
58,58,58,58
79,3,3,3
42,74,74,74
32,32,26,26
15,15,34,34
15,15,38,38
79,99,99,99
56,56,59,56
3,72,72,72
77,77,54,54
57,57,57,57
5,5,25,25
76,23,23,23
84,54,54,54
47,52,52,52
79,79,42,42
64,64,50,64
3,3,77,55
22,22,22,22
84,43,43,43
15,93,93,93
83,83,83,83
19,19,84,19
64,90,90,90
61,61,10,61
33,33,96,33
16,16,87,87
76,76,76,76
96,96,56,96
87,87,85,85
92,53,53,53
39,39,78,39
60,60,49,49
59,59,49,59
74,66,66,37
27,57,57,57
68,68,12,68
7,55,55,55
23,23,28,28
42,42,66,66
47,53,53,53
2,51,51,51
20,20,22,22
80,80,84,80
24,24,6,6
17,17,17,17
12,69,69,69
55,27,27,27
13,48,48,48
17,17,37,17
67,32,32,32
21,21,27,21
42,42,44,42
21,21,21,21
46,65,65,65
79,79,80,80
21,21,31,31
61,61,61,61
64,19,19,34
41,41,41,41
16,9,9,9
40,40,51,51
54,54,70,54
70,54,54,54
65,21,21,21
84,76,76,76
64,3,3,3
37,37,84,84
59,52,52,52
92,92,0,0
71,71,71,71
17,17,49,17
96,52,52,52
94,94,42,94
39,23,23,23
93,97,97,66
79,79,96,96
34,34,35,34
26,26,26,26
33,33,79,33
24,62,62,62
12,78,78,78
53,53,83,83
88,88,54,54
20,20,20,20
47,47,96,47
98,74,74,83
25,25,58,58
45,48,48,48
25,25,20,25
61,10,10,10
56,56,56,56
68,68,68,68
27,27,50,34
13,13,81,81
92,92,18,92
12,87,87,87
46,46,98,46
76,76,59,59
67,67,93,67
27,25,25,25
2,2,98,98
78,99,99,99
48,48,48,48
3,4,4,4
98,74,74,74
20,20,20,20
8,8,8,8
43,0,0,0
57,83,83,83
63,63,31,31
7,7,79,79
10,70,70,70
47,56,56,56
46,28,28,28
52,96,96,96
90,90,81,90
69,69,69,69
78,11,11,11
15,15,42,42
78,78,74,74
29,84,84,84
61,61,22,22
5,5,13,5
30,25,25,25
86,86,86,86
85,59,59,59
33,33,33,33
10,10,66,10
44,6,6,6
34,34,55,34
24,24,24,24
56,45,45,28
61,61,22,61
62,53,53,53
38,38,29,29
72,79,79,44
44,44,1,42
53,53,53,53
7,7,55,55
38,85,85,85
17,12,12,12
40,16,16,16
91,11,11,11
83,53,53,53
82,82,82,82
10,61,61,61
21,21,21,21
30,30,93,30
65,11,11,11
47,96,96,96
57,57,57,57
16,16,16,16
81,81,74,89
30,95,95,95
72,72,36,36
96,47,47,47
88,78,78,50
62,1,1,34
95,95,93,93
27,18,18,18
61,61,63,61
2,35,35,35
50,14,14,14
21,21,3,21
87,13,13,13
5,20,20,20
69,69,69,69
37,37,84,84
59,59,69,69
0,0,0,0
78,99,99,38
20,20,25,20
85,85,85,85
54,54,70,54
