label,origin_pred,pred_eps=8.0,pred_eps=4.0
84,84,37,84
28,40,40,40
89,58,58,58
30,73,73,73
66,11,11,11
18,6,6,6
38,51,51,51
42,88,88,88
92,92,26,92
27,27,91,27
11,38,38,38
86,86,87,86
44,27,27,27
96,96,63,96
12,12,8,12
16,16,10,16
67,75,75,75
43,88,88,88
89,58,58,58
96,52,52,52
12,69,69,69
40,40,37,40
7,57,57,57
86,49,49,49
77,77,6,77
76,76,76,76
31,63,63,63
18,94,94,94
28,28,40,28
19,3,3,3
18,79,79,79
41,41,41,41
42,43,43,43
43,32,32,32
31,32,32,32
93,45,45,45
15,50,50,50
10,88,88,79
8,8,8,8
37,89,89,89
89,89,38,38
32,2,2,2
67,73,73,73
12,12,25,12
2,2,57,2
19,54,54,54
91,91,1,91
94,94,46,94
7,56,56,56
71,71,87,71
36,36,11,36
61,61,22,61
62,62,70,62
5,36,36,36
60,60,71,60
45,67,67,67
91,73,73,73
34,64,64,15
95,93,93,93
9,22,22,22
40,70,70,70
68,68,68,68
62,62,14,62
99,99,61,99
66,15,15,15
46,46,21,46
7,7,24,7
10,96,96,96
10,4,4,4
68,68,90,68
34,43,43,50
37,49,49,49
58,58,13,58
48,81,81,81
40,40,84,40
96,63,63,31
14,14,6,14
11,35,35,35
66,32,32,32
64,64,67,64
39,39,61,39
33,33,90,90
94,94,96,94
63,63,2,63
10,32,32,32
89,26,26,26
92,54,54,54
90,65,65,65
65,31,31,31
90,90,85,85
33,33,74,33
28,40,40,40
29,29,38,29
87,25,25,25
86,86,66,86
7,7,24,7
0,0,83,0
94,94,84,94
11,97,97,97
26,26,89,89
6,6,44,6
41,41,41,41
21,59,59,80
69,23,23,23
27,26,26,26
29,29,34,29
67,73,73,73
85,85,59,85
65,65,61,65
40,9,9,79
57,0,0,0
72,29,29,34
30,30,95,30
74,93,93,93
27,42,42,42
3,36,36,36
49,37,37,37
52,47,47,47
95,73,73,73
40,40,40,40
93,96,96,96
77,5,5,5
91,37,37,37
6,24,24,24
57,0,0,0
72,72,3,72
16,16,16,16
98,13,13,58
89,38,38,38
40,40,84,40
96,43,43,43
71,71,49,71
3,84,84,84
2,91,91,91
66,97,97,97
27,8,8,8
8,8,81,8
53,92,92,92
33,80,80,80
55,21,21,21
81,12,12,12
88,88,80,88
96,96,84,96
68,71,71,23
42,42,48,42
77,77,31,77
10,61,61,61
27,27,4,27
32,32,46,32
79,80,80,80
98,98,35,98
18,40,40,40
51,38,38,38
2,2,11,11
19,19,34,19
31,56,56,56
67,33,33,33
36,61,61,61
10,50,50,50
16,16,22,22
5,5,84,5
81,89,89,89
85,85,63,85
26,6,6,6
85,85,13,85
65,43,43,43
22,7,7,7
55,29,29,29
85,56,56,13
22,10,10,40
22,98,98,98
10,10,61,61
18,18,99,18
98,35,35,35
9,86,86,86
26,63,63,63
27,51,51,51
7,7,26,7
5,5,94,5
58,81,81,81
87,87,73,87
76,76,69,76
2,87,87,87
54,14,14,14
38,44,44,78
33,50,50,50
17,37,37,37
6,6,6,6
0,0,83,0
79,79,33,79
97,97,66,97
14,77,77,77
14,78,78,44
73,67,67,67
79,54,54,54
8,85,85,85
42,42,74,74
4,19,19,19
25,25,17,25
37,85,85,85
75,75,75,75
74,63,63,63
41,41,81,89
0,0,11,0
99,67,67,67
79,55,55,55
87,87,94,87
67,93,93,93
72,75,75,74
38,64,64,64
25,34,34,34
49,49,37,49
3,65,65,65
74,74,91,91
69,18,18,18
36,70,70,77
77,14,14,14
89,85,85,85
71,71,40,71
31,42,42,42
50,50,86,50
90,90,90,90
11,9,9,9
2,35,35,35
41,41,41,41
38,38,4,38
58,58,84,58
47,47,47,47
93,93,56,93
68,68,68,68
11,11,11,11
35,36,36,36
67,73,73,73
54,54,6,6
53,53,53,53
30,73,73,73
36,36,2,36
83,83,70,83
54,54,70,54
64,38,38,38
46,37,37,37
45,44,44,44
98,12,12,12
62,62,70,62
46,40,40,10
95,95,73,95
88,88,36,36
37,31,31,31
18,18,91,18
29,56,56,56
63,63,63,63
8,78,78,78
33,33,79,33
35,98,98,98
6,65,65,65
76,59,59,59
19,37,37,37
99,99,78,99
53,72,72,72
15,43,43,43
57,79,79,79
2,2,35,2
27,74,74,74
27,74,74,74
93,73,73,73
81,16,16,16
54,54,34,54
71,71,60,71
26,7,7,7
25,96,96,96
35,35,46,35
30,30,99,30
72,90,90,90
8,78,78,66
42,42,43,42
62,62,79,62
56,56,36,56
78,77,77,77
47,47,96,47
73,93,93,93
43,4,4,4
20,20,20,20
83,83,45,45
63,63,85,63
49,52,52,52
28,61,61,61
26,26,70,26
45,45,2,45
36,72,72,72
36,36,1,1
68,68,33,68
1,2,2,2
2,98,98,98
99,99,18,99
9,76,76,76
65,84,84,84
38,38,65,38
58,58,81,81
96,96,67,96
38,77,77,77
87,87,94,87
82,82,57,82
22,22,10,22
83,0,0,0
41,41,41,41
7,92,92,54
12,66,66,50
10,10,28,10
35,26,26,26
44,33,33,33
81,81,85,85
91,91,29,91
56,56,96,56
9,54,54,54
24,24,24,24
3,6,6,6
30,73,73,73
1,1,1,1
39,39,42,39
98,86,86,86
72,55,55,55
83,83,57,83
80,80,72,80
43,47,47,47
84,46,46,46
66,97,97,33
4,4,38,4
64,64,80,64
77,77,64,77
98,54,54,54
82,82,83,82
81,81,13,81
20,9,9,9
0,70,70,70
48,48,16,48
46,35,35,35
33,79,79,79
22,61,61,61
13,13,58,13
17,49,49,49
39,39,39,39
76,76,9,76
0,70,70,70
17,17,52,17
64,80,80,80
48,48,48,48
90,90,14,90
93,93,1,93
82,82,82,82
75,75,64,75
96,33,33,33
97,97,66,97
3,3,72,72
83,62,62,62
60,60,96,60
61,61,61,61
32,32,93,32
26,26,20,26
84,25,25,25
41,90,90,90
12,31,31,31
85,85,58,85
12,76,76,73
8,42,42,42
82,82,62,82
72,85,85,85
94,94,53,94
7,3,3,3
22,16,16,16
15,51,51,51
66,11,11,11
89,85,85,85
97,97,74,74
19,33,33,33
0,1,1,50
19,44,44,44
5,5,91,5
56,56,78,56
36,2,2,2
45,45,45,45
1,1,58,1
94,94,22,94
66,80,80,80
86,94,94,94
82,82,82,82
17,17,37,17
64,64,27,27
99,14,14,14
34,27,27,27
30,45,45,45
73,30,30,30
83,83,10,83
6,4,4,4
1,22,22,22
28,28,40,28
77,24,24,24
91,91,91,91
74,63,63,63
68,68,49,68
14,14,1,14
14,14,14,14
1,1,54,1
92,70,70,70
97,97,42,97
45,45,26,45
7,18,18,18
21,21,86,21
37,49,49,49
32,67,67,67
73,30,30,30
88,88,84,84
86,86,86,86
92,82,82,82
14,78,78,78
86,10,10,10
74,74,50,74
25,25,39,25
93,67,67,67
78,78,99,78
77,77,7,77
88,38,38,14
42,55,55,55
10,10,51,10
65,96,96,96
26,4,4,4
31,55,55,4
85,25,25,25
78,78,48,78
29,17,17,17
32,33,33,33
81,13,13,13
97,21,21,4
1,1,1,1
82,82,82,82
0,57,57,57
21,3,3,3
15,89,89,89
56,59,59,59
57,57,92,57
97,64,64,64
76,76,59,76
60,60,94,60
87,25,25,25
46,34,34,34
1,73,73,73
61,61,63,63
75,75,19,75
62,62,1,62
21,3,3,19
61,10,10,10
78,78,82,78
90,55,55,55
68,58,58,58
94,94,9,94
88,42,42,42
95,79,79,79
3,19,19,19
83,83,0,83
32,50,50,50
93,36,36,36
77,77,83,77
38,31,31,31
63,36,36,36
61,32,32,32
41,41,41,41
88,55,55,55
83,83,78,83
35,98,98,98
82,82,82,82
50,74,74,74
15,15,57,15
48,48,26,48
25,11,11,11
4,4,63,4
71,71,12,71
8,18,18,18
98,50,50,50
67,10,10,10
7,7,24,7
85,85,85,85
25,25,20,25
96,96,33,33
60,60,23,60
55,2,2,2
80,80,32,80
13,13,82,82
90,90,12,12
54,54,70,54
15,12,12,12
76,76,76,76
39,39,78,39
95,95,55,95
24,24,7,24
7,50,50,50
64,64,70,64
70,70,54,70
88,56,56,56
81,81,13,81
0,0,70,0
12,12,71,12
64,85,85,85
31,82,82,82
79,78,78,78
86,86,86,86
60,60,71,60
22,22,61,22
38,93,93,93
82,82,82,82
14,14,93,93
48,48,48,48
33,14,14,14
55,55,18,55
53,57,57,57
40,19,19,19
1,37,37,37
58,58,37,37
94,25,25,25
70,92,92,92
29,50,50,50
86,1,1,1
23,23,36,23
46,35,35,35
58,85,85,85
99,99,78,78
78,78,26,26
10,10,22,22
53,53,53,53
37,90,90,90
97,42,42,42
65,2,2,2
15,31,31,31
77,29,29,29
52,52,59,52
63,63,26,63
32,67,67,67
6,6,83,6
36,36,53,36
6,32,32,32
7,7,21,7
36,50,50,50
74,4,4,4
13,85,85,85
22,9,9,9
32,71,71,71
54,54,92,54
62,83,83,83
84,61,61,61
57,51,51,51
25,23,23,23
11,11,5,11
62,62,82,62
85,33,33,33
31,19,19,19
26,26,10,26
16,97,97,40
96,49,49,49
71,71,23,71
90,90,13,13
39,8,8,8
20,50,50,50
47,47,47,47
35,98,98,98
19,19,3,3
52,52,85,52
66,31,31,31
32,21,21,21
53,78,78,78
53,61,61,61
21,21,3,21
98,98,46,98
6,6,54,6
88,88,89,88
71,23,23,23
45,86,86,22
98,93,93,93
55,55,27,55
99,26,26,26
24,79,79,79
93,45,45,45
67,64,64,64
33,96,96,96
16,16,86,16
33,33,1,33
9,9,9,9
10,63,63,63
46,2,2,2
68,68,74,68
24,24,7,24
96,84,84,11
22,78,78,78
40,33,33,33
63,63,79,79
53,53,83,53
10,32,32,32
14,34,34,34
41,14,14,14
77,77,2,77
54,54,92,54
84,36,36,36
20,20,20,20
29,98,98,98
76,12,12,12
36,36,45,45
1,7,7,7
26,26,99,26
99,75,75,38
2,2,88,2
96,42,42,42
69,69,17,69
36,5,5,5
18,44,44,44
90,12,12,12
66,66,50,66
52,47,47,47
37,59,59,59
99,99,99,99
97,42,42,42
12,12,90,12
55,80,80,80
15,15,19,15
85,78,78,78
15,49,49,49
16,86,86,86
33,96,96,96
99,99,32,99
80,37,37,37
28,28,10,28
69,99,99,99
51,51,42,42
72,5,5,5
39,23,23,23
8,76,76,76
56,47,47,47
59,52,52,52
15,74,74,74
21,98,98,98
77,77,15,77
45,38,38,38
21,21,3,63
80,29,29,29
89,89,29,89
37,37,96,37
48,48,58,58
47,52,52,52
56,96,96,96
65,77,77,77
96,52,52,52
14,83,83,83
52,74,74,74
2,25,25,54
60,60,71,60
9,9,59,9
68,68,60,68
22,22,26,26
23,23,40,23
44,46,46,21
19,25,25,25
54,54,92,54
97,97,97,97
23,23,71,71
54,54,54,54
62,92,92,92
56,96,96,96
23,71,71,71
42,42,66,42
81,90,90,90
66,50,50,50
87,65,65,65
47,47,52,47
47,52,52,52
45,23,23,23
42,42,88,42
51,51,18,51
10,45,45,45
35,25,25,25
68,68,71,68
13,86,86,86
55,95,95,95
34,34,88,34
74,74,63,63
47,47,96,47
40,10,10,45
51,79,79,79
6,6,54,6
3,49,49,49
76,76,49,76
52,52,47,52
53,62,62,62
34,34,43,34
60,60,17,60
63,50,50,74
28,10,10,10
24,24,7,24
36,25,25,17
69,69,69,69
82,13,13,13
90,90,85,90
70,70,70,70
75,25,25,25
77,35,35,35
43,78,78,78
43,43,36,43
78,99,99,99
81,33,33,59
80,74,74,74
66,98,98,98
35,35,11,11
84,84,35,84
21,21,46,21
49,23,23,23
96,96,85,85
15,15,89,89
37,37,51,37
2,45,45,45
89,66,66,66
36,96,96,96
9,76,76,76
53,53,53,53
91,91,5,91
65,63,63,63
67,23,23,23
94,94,0,94
40,57,57,57
72,72,55,72
90,90,58,85
86,86,7,86
85,93,93,93
30,30,95,95
92,92,14,92
25,25,0,25
60,38,38,38
2,35,35,35
29,29,50,29
0,0,57,0
9,9,12,9
37,68,68,68
1,64,64,64
50,42,42,42
90,90,18,90
27,27,23,27
52,52,96,52
36,38,38,38
48,89,89,89
71,71,60,71
12,81,81,39
97,97,64,64
0,0,0,0
3,43,43,19
41,41,41,41
21,21,97,21
16,16,66,16
51,51,70,51
72,66,66,66
13,81,81,81
63,65,65,19
81,89,89,89
73,73,74,73
55,26,26,26
30,30,73,30
28,55,55,55
10,10,93,10
84,83,83,83
8,8,26,8
6,6,88,6
9,9,84,9
93,63,63,63
2,98,98,98
78,93,93,93
26,62,62,62
16,98,98,98
17,17,15,17
39,63,63,63
67,93,93,93
20,20,20,20
3,67,67,67
81,81,37,81
26,78,78,78
96,96,52,52
45,16,16,37
15,19,19,19
29,56,56,56
57,57,64,57
60,23,23,23
49,71,71,71
36,36,65,65
23,23,71,23
63,35,35,35
72,27,27,27
19,15,15,15
41,41,45,41
55,74,74,74
26,57,57,57
25,20,20,20
49,49,37,49
28,40,40,40
20,20,20,20
33,33,37,33
7,7,9,7
45,26,26,26
7,7,77,7
89,89,48,89
1,1,93,1
90,90,27,90
42,12,12,12
15,19,19,19
23,49,49,49
93,93,73,93
96,85,85,85
59,59,52,59
29,79,79,79
29,29,38,29
75,37,37,37
93,93,30,93
8,81,81,81
70,70,99,70
48,48,48,48
82,82,62,82
84,84,40,40
81,12,12,68
72,55,55,55
38,79,79,79
80,4,4,4
63,63,50,63
76,76,76,76
4,50,50,50
54,54,92,92
60,60,71,60
1,74,74,74
49,49,96,49
1,1,1,1
92,92,70,92
77,44,44,44
30,73,73,73
98,16,16,16
62,83,83,83
25,25,25,25
26,26,1,26
55,55,40,55
25,27,27,27
21,21,33,21
25,20,20,37
82,82,92,82
80,65,65,65
19,50,50,50
93,1,1,1
35,35,97,97
61,10,10,10
81,81,81,81
69,69,40,69
9,9,16,9
91,95,95,95
96,96,47,47
34,43,43,43
23,23,56,23
9,9,40,9
0,0,83,0
28,83,83,83
51,0,0,0
91,38,38,38
65,50,50,50
33,94,94,94
5,5,20,5
13,81,81,81
52,52,47,52
58,58,54,58
65,64,64,45
32,32,58,32
37,81,81,81
63,63,74,74
61,62,62,62
19,19,15,19
2,2,46,2
49,49,73,49
64,75,75,75
58,58,13,58
93,74,74,74
62,62,92,62
52,52,47,52
53,53,61,53
41,70,70,70
33,79,79,79
84,65,65,65
22,71,71,60
67,67,32,67
44,5,5,5
95,95,48,95
24,24,24,24
46,98,98,98
98,55,55,65
31,37,37,37
83,92,92,92
16,25,25,25
2,2,35,2
47,52,52,52
51,51,75,51
3,21,21,21
18,18,29,18
60,60,60,60
38,21,21,21
95,68,68,68
89,8,8,8
11,6,6,6
63,63,52,63
15,15,26,15
49,67,67,67
63,63,25,63
85,85,15,15
12,33,33,33
38,38,63,38
66,66,11,11
99,99,45,78
72,78,78,78
83,53,53,53
12,12,68,12
93,67,67,67
51,18,18,45
21,21,78,21
47,52,52,52
21,21,3,21
43,98,98,98
77,74,74,74
55,55,74,55
36,2,2,2
57,57,0,57
69,12,12,12
5,5,64,64
29,59,59,59
41,65,65,65
14,14,73,14
41,41,48,41
77,24,24,24
58,58,37,58
60,60,89,60
45,26,26,26
88,88,36,36
19,58,58,58
19,19,3,19
48,48,78,48
5,5,25,5
81,96,96,96
69,79,79,79
77,77,26,77
60,60,23,60
88,34,34,34
92,92,62,92
31,31,19,31
34,13,13,13
36,36,86,36
30,95,95,95
64,37,37,37
82,82,51,82
88,88,6,88
7,7,48,48
38,38,80,38
57,78,78,78
92,54,54,54
23,25,25,25
11,98,98,98
41,11,11,11
38,7,7,7
90,29,29,29
76,76,59,76
28,78,78,78
24,24,7,24
6,6,79,6
84,28,28,28
76,12,12,12
88,43,43,43
28,28,40,28
98,11,11,11
96,96,52,96
93,74,74,74
64,97,97,97
45,88,88,88
54,54,70,54
26,26,84,84
79,79,33,79
70,54,54,54
46,11,11,11
89,89,58,89
89,17,17,17
64,64,67,64
93,93,29,93
39,39,18,39
53,53,53,53
36,26,26,66
50,50,56,50
56,96,96,96
84,84,84,84
46,11,11,11
13,85,85,85
5,13,13,13
51,64,64,64
5,5,84,5
56,56,84,84
68,68,38,68
70,48,48,48
92,92,62,92
93,93,72,93
28,67,67,93
18,74,74,74
37,37,65,37
50,65,65,65
81,89,89,89
67,67,93,67
41,41,93,41
35,32,32,32
99,39,39,39
41,41,41,41
79,7,7,7
90,90,49,90
59,59,76,59
59,52,52,52
35,35,11,35
16,99,99,99
17,17,15,17
64,64,65,64
90,90,1,90
96,25,25,25
3,3,54,54
88,34,34,77
3,3,31,3
45,45,91,45
0,0,83,0
68,68,65,65
33,33,59,33
49,73,73,73
0,0,83,0
18,79,79,79
22,36,36,36
72,72,66,72
4,74,74,74
66,38,38,38
5,22,22,22
46,77,77,77
79,14,14,14
70,54,54,54
9,9,15,9
49,40,40,40
34,88,88,88
48,84,84,84
71,71,49,71
37,5,5,5
42,42,78,42
6,6,74,6
91,91,91,91
58,58,93,58
42,7,7,7
17,27,27,27
1,1,92,92
5,5,25,5
65,14,14,14
5,84,84,84
38,29,29,29
47,96,96,96
38,63,63,63
63,63,36,63
61,61,16,16
28,96,96,47
99,55,55,29
20,20,20,20
88,88,43,88
50,38,38,38
53,6,6,6
97,91,91,91
59,59,46,59
78,78,63,78
35,11,11,11
50,38,38,38
6,62,62,62
98,35,35,35
33,96,96,96
65,30,30,30
23,67,67,67
68,68,71,68
26,84,84,84
96,52,52,52
17,17,52,17
65,65,64,65
47,47,36,36
12,76,76,76
94,94,84,94
81,81,16,81
76,76,59,76
91,91,45,91
72,72,32,72
35,2,2,2
18,18,88,18
96,52,52,52
92,54,54,54
98,19,19,19
19,84,84,84
0,0,57,0
43,43,36,43
50,50,63,50
43,43,88,43
44,59,59,59
73,73,67,73
4,4,18,4
53,53,53,53
37,60,60,60
8,19,19,19
25,86,86,86
52,47,47,47
29,29,96,29
44,27,27,27
12,33,33,33
38,65,65,65
5,5,84,98
25,88,88,88
41,41,24,41
81,25,25,25
23,23,67,23
68,68,74,68
59,59,42,59
81,81,13,81
43,43,36,43
8,58,58,58
11,2,2,2
18,18,99,18
92,32,32,32
5,84,84,84
34,80,80,80
48,48,48,48
80,42,42,42
25,25,10,25
31,4,4,4
8,48,48,48
88,42,42,42
10,10,78,10
50,50,4,50
76,19,19,19
50,25,25,25
95,95,73,95
94,94,84,94
83,83,33,83
52,52,59,52
44,5,5,5
16,83,83,83
99,99,75,99
68,68,44,68
28,28,51,28
15,46,46,46
47,96,96,96
34,34,80,34
57,57,59,57
13,13,85,13
22,61,61,61
9,46,46,46
90,22,22,22
50,50,36,50
34,77,77,77
43,50,50,50
20,20,20,20
87,87,86,87
91,91,91,91
80,65,65,65
9,9,9,9
17,43,43,63
19,17,17,17
57,57,57,57
14,7,7,7
27,93,93,93
46,46,98,46
13,13,37,13
44,34,34,34
24,61,61,61
10,86,86,86
84,58,58,91
4,80,80,80
56,59,59,59
29,3,3,3
29,91,91,91
51,51,32,51
78,78,7,78
62,62,92,62
53,53,2,53
17,17,85,17
28,28,28,28
28,61,61,61
11,11,35,11
65,63,63,63
48,45,45,45
48,38,38,38
12,71,71,95
55,30,30,30
66,66,80,66
98,46,46,46
8,8,50,8
94,94,84,94
25,25,5,25
70,70,62,70
54,84,84,84
12,37,37,56
86,86,87,86
3,56,56,56
76,76,49,76
13,81,81,81
2,98,98,98
7,7,79,7
91,91,58,91
55,19,19,19
45,45,25,45
51,51,51,51
53,53,83,53
28,28,40,28
9,8,8,8
87,87,13,87
13,13,48,13
30,30,64,64
58,58,89,58
61,10,10,10
31,51,51,51
70,0,0,0
39,36,36,36
3,44,44,44
47,47,96,47
34,42,42,42
26,97,97,97
50,13,13,13
59,59,33,59
64,65,65,65
37,17,17,15
92,92,58,92
14,14,84,14
26,26,45,26
37,13,13,13
94,94,86,94
29,57,57,57
15,85,85,85
63,5,5,5
7,56,56,56
32,32,32,32
9,9,9,9
43,15,15,15
12,12,37,37
27,55,55,55
78,78,83,78
97,11,11,11
55,3,3,56
11,4,4,4
69,16,16,16
66,43,43,43
31,3,3,3
20,20,20,20
54,54,92,54
45,64,64,66
86,86,86,86
84,84,44,84
55,63,63,63
3,4,4,4
6,45,45,45
54,54,6,54
69,69,28,23
47,47,52,47
62,62,92,62
57,32,32,32
85,25,25,25
30,73,73,73
16,84,84,84
11,35,35,98
82,14,14,14
65,48,48,48
59,57,57,57
81,81,90,90
39,61,61,61
79,79,31,31
25,25,81,81
44,78,78,78
16,83,83,83
23,73,73,73
17,17,96,17
49,72,72,72
69,73,73,73
74,74,24,74
63,63,74,63
10,28,28,28
56,56,59,56
43,86,86,86
22,70,70,32
11,20,20,20
9,9,59,9
17,17,49,17
31,31,3,31
52,52,52,52
52,52,96,52
36,2,2,2
58,58,81,13
79,65,65,65
42,43,43,43
32,27,27,27
15,15,31,15
15,38,38,38
79,83,83,83
56,59,59,59
3,72,72,93
77,77,3,77
57,57,1,57
5,5,25,5
76,23,23,23
84,65,65,65
47,52,52,52
79,56,56,56
64,64,50,64
3,19,19,19
22,25,25,25
84,65,65,65
15,37,37,37
83,83,0,83
19,19,14,19
64,75,75,75
61,61,70,61
33,33,46,33
16,16,94,16
76,76,19,52
96,96,47,96
87,18,18,18
92,92,53,92
39,39,99,39
60,60,23,60
59,59,56,59
74,50,50,59
27,9,9,9
68,68,50,68
7,79,79,79
23,23,28,23
42,88,88,43
47,92,92,92
2,54,54,54
20,98,98,98
80,80,33,80
24,24,6,24
17,63,63,63
12,12,96,96
55,5,5,5
13,89,89,89
17,17,37,17
67,32,32,64
21,21,3,21
42,42,74,42
21,21,21,21
46,39,39,39
79,80,80,80
21,66,66,66
61,61,10,61
64,64,63,63
41,41,41,41
16,9,9,9
40,40,51,51
54,54,92,54
70,54,54,54
65,63,63,63
84,40,40,40
64,64,3,3
37,84,84,84
59,52,52,52
92,83,83,83
71,71,46,71
17,17,37,17
96,52,52,52
94,94,47,94
39,23,23,23
93,64,64,64
79,96,96,96
34,34,36,34
26,26,92,26
33,33,79,33
24,62,62,62
12,49,49,49
53,83,83,83
88,54,54,54
20,20,20,20
47,47,96,47
98,45,45,45
25,37,37,37
45,8,8,8
25,25,36,25
61,61,28,28
56,56,47,56
68,68,60,68
27,80,80,80
13,13,81,13
92,92,62,92
12,21,21,21
46,46,11,46
76,59,59,59
67,67,65,67
27,25,25,25
2,2,86,2
78,90,90,90
48,48,89,48
3,4,4,4
98,21,21,21
20,20,20,20
8,8,37,8
43,3,3,77
57,0,0,0
63,63,64,63
7,7,14,7
10,10,57,10
47,52,52,52
46,98,98,98
52,96,96,96
90,90,13,13
69,75,75,75
78,48,48,48
15,38,38,38
78,33,33,33
29,50,50,50
61,22,22,22
5,81,81,81
30,32,32,25
86,86,93,86
85,57,57,57
33,33,74,33
10,10,40,10
44,44,26,44
34,34,44,34
24,24,50,24
56,84,84,84
61,22,22,22
62,53,53,53
38,38,29,38
72,74,74,74
44,93,93,93
53,53,53,53
7,7,50,7
38,96,96,96
17,12,12,12
40,42,42,42
91,50,50,50
83,83,53,53
82,82,82,82
10,61,61,61
21,21,63,21
30,30,93,30
65,64,64,97
47,96,96,96
57,57,47,57
16,41,41,41
81,4,4,51
30,30,73,30
72,93,93,93
96,52,52,52
88,47,47,47
62,70,70,70
95,30,30,30
27,79,79,79
61,64,64,64
2,36,36,36
50,50,79,79
21,21,64,21
87,13,13,84
5,78,78,78
69,99,99,99
37,37,84,37
59,59,56,59
0,0,0,0
78,99,99,99
20,25,25,25
85,85,58,85
54,54,92,54
